snapshot_path,repo_commit,file_path,pylint_score,pylint_msgs,radon_cc_total,bandit_issues_count
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\management\commands\squashmigrations.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\management\commands\squashmigrations.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\management\commands\sqlmigrate.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\management\commands\sqlmigrate.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\checks\security\csrf.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\checks\security\csrf.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\management\commands\test.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\management\commands\test.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\cache\backends\memcached.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\core\cache\backends\memcached.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\checks.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\checks.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\models.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\models.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\options.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\options.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\checks.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\checks.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\password_validation.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\password_validation.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\mixins.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\mixins.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\__init__.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\__init__.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\models.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\models.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\contenttypes\admin.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\contenttypes\admin.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\contenttypes\models.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\contenttypes\models.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\flatpages\forms.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\flatpages\forms.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\constraints.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\constraints.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\redirects\models.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\redirects\models.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\operations.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\operations.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\validators.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\validators.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\sitemaps\views.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\sitemaps\views.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\sites\managers.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\sites\managers.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\sitemaps\__init__.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\sitemaps\__init__.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\staticfiles\management\commands\collectstatic.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\staticfiles\management\commands\collectstatic.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\redirects\migrations\0001_initial.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\redirects\migrations\0001_initial.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\fields\ranges.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\postgres\fields\ranges.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\humanize\templatetags\humanize.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\humanize\templatetags\humanize.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\gdal\geometries.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\gdal\geometries.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\gdal\layer.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\gdal\layer.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\geos\polygon.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\geos\polygon.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\gdal\srs.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\gdal\srs.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\serializers\geojson.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\serializers\geojson.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\sitemaps\kml.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\sitemaps\kml.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\utils\layermapping.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\utils\layermapping.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\utils\ogrinspect.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\utils\ogrinspect.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\management\commands\ogrinspect.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\management\commands\ogrinspect.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\models\functions.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\models\functions.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\models\lookups.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\models\lookups.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\base\operations.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\base\operations.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\oracle\features.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\oracle\features.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\oracle\operations.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\oracle\operations.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\oracle\schema.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\oracle\schema.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\postgis\const.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\postgis\const.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\postgis\operations.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\postgis\operations.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\postgis\introspection.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\gis\db\backends\postgis\introspection.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\flatpages\migrations\0001_initial.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\flatpages\migrations\0001_initial.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0004_alter_user_username_opts.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0004_alter_user_username_opts.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0001_initial.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0001_initial.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0008_alter_user_username_max_length.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\migrations\0008_alter_user_username_max_length.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\management\commands\changepassword.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\auth\management\commands\changepassword.py,,1,0,0
snapshots\7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\templatetags\log.py,snapshots,7119f40c9881666b6f9b5cf7df09ee1d21cc8344\django\contrib\admin\templatetags\log.py,,1,0,0
snapshots\71179a6124142e43fd3c0eea2bfabf600a9b2d91\tests\csrf_tests\tests.py,snapshots,71179a6124142e43fd3c0eea2bfabf600a9b2d91\tests\csrf_tests\tests.py,,1,0,0
snapshots\71017a68a6e86b501592e7daf68be3ef4c4c28f2\django\views\static.py,snapshots,71017a68a6e86b501592e7daf68be3ef4c4c28f2\django\views\static.py,,1,0,0
snapshots\71017a68a6e86b501592e7daf68be3ef4c4c28f2\tests\view_tests\tests\test_static.py,snapshots,71017a68a6e86b501592e7daf68be3ef4c4c28f2\tests\view_tests\tests\test_static.py,,1,0,0
snapshots\71179a6124142e43fd3c0eea2bfabf600a9b2d91\django\middleware\csrf.py,snapshots,71179a6124142e43fd3c0eea2bfabf600a9b2d91\django\middleware\csrf.py,,1,0,0
snapshots\70f39e46f86b946c273340d52109824c776ffb4c\tests\utils_tests\test_text.py,snapshots,70f39e46f86b946c273340d52109824c776ffb4c\tests\utils_tests\test_text.py,,1,0,0
snapshots\70f39e46f86b946c273340d52109824c776ffb4c\tests\template_tests\filter_tests\test_truncatechars_html.py,snapshots,70f39e46f86b946c273340d52109824c776ffb4c\tests\template_tests\filter_tests\test_truncatechars_html.py,,1,0,0
snapshots\70f39e46f86b946c273340d52109824c776ffb4c\django\utils\text.py,snapshots,70f39e46f86b946c273340d52109824c776ffb4c\django\utils\text.py,,1,0,0
snapshots\70e93bc17bc00c4d1ade9ba600ffe180a6973d66\django\contrib\gis\gdal\libgdal.py,snapshots,70e93bc17bc00c4d1ade9ba600ffe180a6973d66\django\contrib\gis\gdal\libgdal.py,,1,0,0
snapshots\70e93bc17bc00c4d1ade9ba600ffe180a6973d66\django\contrib\gis\gdal\prototypes\geom.py,snapshots,70e93bc17bc00c4d1ade9ba600ffe180a6973d66\django\contrib\gis\gdal\prototypes\geom.py,,1,0,0
snapshots\7091801e046dc85dba2238ed4eaf0b3f62bcfc7f\tests\gis_tests\relatedapp\tests.py,snapshots,7091801e046dc85dba2238ed4eaf0b3f62bcfc7f\tests\gis_tests\relatedapp\tests.py,,1,0,0
snapshots\70c945d6b31b41b320e57088702077864428fdc0\tests\test_utils\tests.py,snapshots,70c945d6b31b41b320e57088702077864428fdc0\tests\test_utils\tests.py,,1,0,0
snapshots\70c945d6b31b41b320e57088702077864428fdc0\django\db\backends\sqlite3\features.py,snapshots,70c945d6b31b41b320e57088702077864428fdc0\django\db\backends\sqlite3\features.py,,1,0,0
snapshots\7063d31cc37028e0f945faa43030ce23dc1a5c23\django\contrib\auth\__init__.py,snapshots,7063d31cc37028e0f945faa43030ce23dc1a5c23\django\contrib\auth\__init__.py,,1,0,0
snapshots\705b1702bda78e5d3f63d726efe01f87095d9e96\tests\middleware\tests.py,snapshots,705b1702bda78e5d3f63d726efe01f87095d9e96\tests\middleware\tests.py,,1,0,0
snapshots\7091801e046dc85dba2238ed4eaf0b3f62bcfc7f\django\contrib\gis\db\backends\mysql\operations.py,snapshots,7091801e046dc85dba2238ed4eaf0b3f62bcfc7f\django\contrib\gis\db\backends\mysql\operations.py,,1,0,0
snapshots\705b1702bda78e5d3f63d726efe01f87095d9e96\django\middleware\common.py,snapshots,705b1702bda78e5d3f63d726efe01f87095d9e96\django\middleware\common.py,,1,0,0
snapshots\70499b25c708557fb9ee2264686cd172f4b2354e\django\db\models\sql\compiler.py,snapshots,70499b25c708557fb9ee2264686cd172f4b2354e\django\db\models\sql\compiler.py,,1,0,0
snapshots\70499b25c708557fb9ee2264686cd172f4b2354e\tests\queries\test_qs_combinators.py,snapshots,70499b25c708557fb9ee2264686cd172f4b2354e\tests\queries\test_qs_combinators.py,,1,0,0
snapshots\70456610694d24d07d76c64fd3bc40f664be51ea\tests\migrations\test_operations.py,snapshots,70456610694d24d07d76c64fd3bc40f664be51ea\tests\migrations\test_operations.py,,1,0,0
snapshots\70456610694d24d07d76c64fd3bc40f664be51ea\django\db\migrations\operations\models.py,snapshots,70456610694d24d07d76c64fd3bc40f664be51ea\django\db\migrations\operations\models.py,,1,0,0
snapshots\704192e478885762411252979021771ba23b8adb\django\middleware\cache.py,snapshots,704192e478885762411252979021771ba23b8adb\django\middleware\cache.py,,1,0,0
snapshots\70332e6c431dc5988230dd3d91d3d8108b9aa0f0\django\middleware\csrf.py,snapshots,70332e6c431dc5988230dd3d91d3d8108b9aa0f0\django\middleware\csrf.py,,1,0,0
snapshots\702c314c57b4c5ea762fa71fe5856b8f586dcc65\django\forms\formsets.py,snapshots,702c314c57b4c5ea762fa71fe5856b8f586dcc65\django\forms\formsets.py,,1,0,0
snapshots\6fcd0440aaa7601aa258d1c956eecfaedf72fbf4\django\contrib\humanize\templatetags\humanize.py,snapshots,6fcd0440aaa7601aa258d1c956eecfaedf72fbf4\django\contrib\humanize\templatetags\humanize.py,,1,0,0
snapshots\6fa5d05dbaf8d7ed9ce9026202d6f8fb350fa5c4\django\db\models\fields\__init__.py,snapshots,6fa5d05dbaf8d7ed9ce9026202d6f8fb350fa5c4\django\db\models\fields\__init__.py,,1,0,0
snapshots\6fedd868e1d50421204ea0c05cc8d2200dcb3cb0\django\template\base.py,snapshots,6fedd868e1d50421204ea0c05cc8d2200dcb3cb0\django\template\base.py,,1,0,0
snapshots\6fcbbe0b855d8701a4da1b65772ccf326f996b9e\tests\bulk_create\tests.py,snapshots,6fcbbe0b855d8701a4da1b65772ccf326f996b9e\tests\bulk_create\tests.py,,1,0,0
snapshots\6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\tests\queries\test_query.py,snapshots,6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\tests\queries\test_query.py,,1,0,0
snapshots\6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\tests\queries\test_sqlcompiler.py,snapshots,6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\tests\queries\test_sqlcompiler.py,,1,0,0
snapshots\6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\tests\backends\base\test_base.py,snapshots,6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\tests\backends\base\test_base.py,,1,0,0
snapshots\6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\django\db\models\sql\compiler.py,snapshots,6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\django\db\models\sql\compiler.py,,1,0,0
snapshots\6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\django\db\models\sql\query.py,snapshots,6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\django\db\models\sql\query.py,,1,0,0
snapshots\6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\django\db\backends\base\base.py,snapshots,6fa2930573ff862a7f8ae8a11aa8bb7253fddeb7\django\db\backends\base\base.py,,1,0,0
snapshots\6f9c6678bffc4f660382fa6c8836ba2d55dc3c2b\tests\schema\tests.py,snapshots,6f9c6678bffc4f660382fa6c8836ba2d55dc3c2b\tests\schema\tests.py,,1,0,0
snapshots\6f7c0a4d66f36c59ae9eafa168b455e462d81901\tests\test_utils\tests.py,snapshots,6f7c0a4d66f36c59ae9eafa168b455e462d81901\tests\test_utils\tests.py,,1,0,0
snapshots\6f78cb6b13fca2512f80dcd2bce7838bf33b70f0\tests\migrations\test_commands.py,snapshots,6f78cb6b13fca2512f80dcd2bce7838bf33b70f0\tests\migrations\test_commands.py,,1,0,0
snapshots\6f78cb6b13fca2512f80dcd2bce7838bf33b70f0\django\core\management\commands\makemigrations.py,snapshots,6f78cb6b13fca2512f80dcd2bce7838bf33b70f0\django\core\management\commands\makemigrations.py,,1,0,0
snapshots\6f73eb9d90cfec684529aab48d517e3d6449ba8c\tests\gis_tests\geoapp\test_serializers.py,snapshots,6f73eb9d90cfec684529aab48d517e3d6449ba8c\tests\gis_tests\geoapp\test_serializers.py,,1,0,0
snapshots\6f73eb9d90cfec684529aab48d517e3d6449ba8c\django\contrib\gis\serializers\geojson.py,snapshots,6f73eb9d90cfec684529aab48d517e3d6449ba8c\django\contrib\gis\serializers\geojson.py,,1,0,0
snapshots\6f5e07a84d65496abcdb876170c513c4a3840760\django\db\models\fields\__init__.py,snapshots,6f5e07a84d65496abcdb876170c513c4a3840760\django\db\models\fields\__init__.py,,1,0,0
snapshots\6f453cd2981525b33925faaadc7a6e51fa90df5c\tests\migrations\test_commands.py,snapshots,6f453cd2981525b33925faaadc7a6e51fa90df5c\tests\migrations\test_commands.py,,1,0,0
snapshots\6f453cd2981525b33925faaadc7a6e51fa90df5c\tests\migrations\test_migrations_noop\0001_initial.py,snapshots,6f453cd2981525b33925faaadc7a6e51fa90df5c\tests\migrations\test_migrations_noop\0001_initial.py,,1,0,0
snapshots\6f453cd2981525b33925faaadc7a6e51fa90df5c\django\db\migrations\migration.py,snapshots,6f453cd2981525b33925faaadc7a6e51fa90df5c\django\db\migrations\migration.py,,1,0,0
snapshots\6f185a53a2a7acad0ad8383267942d554527688a\tests\expressions\tests.py,snapshots,6f185a53a2a7acad0ad8383267942d554527688a\tests\expressions\tests.py,,1,0,0
snapshots\6efc35b4fe3009666e56a60af0675d7d532bf4ff\django\utils\text.py,snapshots,6efc35b4fe3009666e56a60af0675d7d532bf4ff\django\utils\text.py,,1,0,0
snapshots\6f1b8c00d8151059cc1902a92f067bbdc1673779\django\utils\text.py,snapshots,6f1b8c00d8151059cc1902a92f067bbdc1673779\django\utils\text.py,,1,0,0
snapshots\6f185a53a2a7acad0ad8383267942d554527688a\django\db\models\expressions.py,snapshots,6f185a53a2a7acad0ad8383267942d554527688a\django\db\models\expressions.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\admin_views\tests.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\admin_views\tests.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\custom_lookups\tests.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\custom_lookups\tests.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\foreign_object\tests.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\foreign_object\tests.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\model_forms\models.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\model_forms\models.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\model_forms\tests.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\model_forms\tests.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\postgres_tests\test_aggregates.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\postgres_tests\test_aggregates.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\sitemaps_tests\test_http.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\tests\sitemaps_tests\test_http.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\django\contrib\postgres\aggregates\general.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\django\contrib\postgres\aggregates\general.py,,1,0,0
snapshots\6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\django\db\migrations\migration.py,snapshots,6ef0f5bc272b316f0fd6fa706d7eaf8f1822faa4\django\db\migrations\migration.py,,1,0,0
snapshots\6eec703667505d87d1354323548943c8d546c5a2\django\db\models\expressions.py,snapshots,6eec703667505d87d1354323548943c8d546c5a2\django\db\models\expressions.py,,1,0,0
snapshots\6eec703667505d87d1354323548943c8d546c5a2\tests\composite_pk\test_filter.py,snapshots,6eec703667505d87d1354323548943c8d546c5a2\tests\composite_pk\test_filter.py,,1,0,0
snapshots\6eec703667505d87d1354323548943c8d546c5a2\django\db\models\lookups.py,snapshots,6eec703667505d87d1354323548943c8d546c5a2\django\db\models\lookups.py,,1,0,0
snapshots\6ee37ada3241ed263d8d1c2901b030d964cbd161\tests\utils_tests\test_text.py,snapshots,6ee37ada3241ed263d8d1c2901b030d964cbd161\tests\utils_tests\test_text.py,,1,0,0
snapshots\6ee37ada3241ed263d8d1c2901b030d964cbd161\django\utils\text.py,snapshots,6ee37ada3241ed263d8d1c2901b030d964cbd161\django\utils\text.py,,1,0,0
snapshots\6ee37ada3241ed263d8d1c2901b030d964cbd161\tests\template_tests\filter_tests\test_truncatewords_html.py,snapshots,6ee37ada3241ed263d8d1c2901b030d964cbd161\tests\template_tests\filter_tests\test_truncatewords_html.py,,1,0,0
snapshots\6ebf931de8926d88db6d2684cb07d1bbebb919a5\django\middleware\csrf.py,snapshots,6ebf931de8926d88db6d2684cb07d1bbebb919a5\django\middleware\csrf.py,,1,0,0
snapshots\6ea331907996a51842da55c1f8d65eea7b367c7d\tests\admin_views\admin.py,snapshots,6ea331907996a51842da55c1f8d65eea7b367c7d\tests\admin_views\admin.py,,1,0,0
snapshots\6e9e7ec472bdc870152e1f4f4130ecc07cdfc820\tests\delete\tests.py,snapshots,6e9e7ec472bdc870152e1f4f4130ecc07cdfc820\tests\delete\tests.py,,1,0,0
snapshots\6ea331907996a51842da55c1f8d65eea7b367c7d\tests\admin_views\test_skip_link_to_content.py,snapshots,6ea331907996a51842da55c1f8d65eea7b367c7d\tests\admin_views\test_skip_link_to_content.py,,1,0,0
snapshots\6e89271a8507fe272d11814975500a1b40303a04\django\contrib\auth\management\__init__.py,snapshots,6e89271a8507fe272d11814975500a1b40303a04\django\contrib\auth\management\__init__.py,,1,0,0
snapshots\6e89271a8507fe272d11814975500a1b40303a04\tests\auth_tests\test_management.py,snapshots,6e89271a8507fe272d11814975500a1b40303a04\tests\auth_tests\test_management.py,,1,0,0
snapshots\6e891a17220ed19ee41a18c80a5bb76cfd4e926a\tests\admin_views\test_skip_link_to_content.py,snapshots,6e891a17220ed19ee41a18c80a5bb76cfd4e926a\tests\admin_views\test_skip_link_to_content.py,,1,0,0
snapshots\6e742dabc95b00ba896434293556adeb4dbaee8a\tests\dbshell\test_postgresql.py,snapshots,6e742dabc95b00ba896434293556adeb4dbaee8a\tests\dbshell\test_postgresql.py,,1,0,0
snapshots\6e742dabc95b00ba896434293556adeb4dbaee8a\tests\backends\base\test_client.py,snapshots,6e742dabc95b00ba896434293556adeb4dbaee8a\tests\backends\base\test_client.py,,1,0,0
snapshots\6e742dabc95b00ba896434293556adeb4dbaee8a\django\db\backends\base\client.py,snapshots,6e742dabc95b00ba896434293556adeb4dbaee8a\django\db\backends\base\client.py,,1,0,0
snapshots\6e742dabc95b00ba896434293556adeb4dbaee8a\django\db\backends\postgresql\client.py,snapshots,6e742dabc95b00ba896434293556adeb4dbaee8a\django\db\backends\postgresql\client.py,,1,0,0
snapshots\6e520d953773d25a3d3484db67feed446aca0bc1\tests\test_utils\tests.py,snapshots,6e520d953773d25a3d3484db67feed446aca0bc1\tests\test_utils\tests.py,,1,0,0
snapshots\6e4e5523a8f40b63f3e74889266a7d638f6364dc\tests\auth_tests\test_hashers.py,snapshots,6e4e5523a8f40b63f3e74889266a7d638f6364dc\tests\auth_tests\test_hashers.py,,1,0,0
snapshots\6e4e5523a8f40b63f3e74889266a7d638f6364dc\django\contrib\auth\hashers.py,snapshots,6e4e5523a8f40b63f3e74889266a7d638f6364dc\django\contrib\auth\hashers.py,,1,0,0
snapshots\6e36f7f78415e454dcde1d9ee33f2d2c7fdfdfad\tests\migrations\test_writer.py,snapshots,6e36f7f78415e454dcde1d9ee33f2d2c7fdfdfad\tests\migrations\test_writer.py,,1,0,0
snapshots\6e36f7f78415e454dcde1d9ee33f2d2c7fdfdfad\django\db\migrations\serializer.py,snapshots,6e36f7f78415e454dcde1d9ee33f2d2c7fdfdfad\django\db\migrations\serializer.py,,1,0,0
